2025-02-05 21:16:09,032 (INFO)- django.utils.autoreload- Watching for file changes with StatReloader
2025-02-05 21:16:40,823 (INFO)- teacher.views- MIT
2025-02-05 21:16:41,675 (INFO)- teacher.views- MIT
2025-02-05 21:16:41,974 (INFO)- teacher.views- MIT
2025-02-05 21:16:42,373 (INFO)- teacher.views- MIT
2025-02-05 21:16:42,864 (INFO)- teacher.views- MIT
2025-02-05 21:16:43,198 (INFO)- teacher.views- MIT
2025-02-05 21:16:43,609 (INFO)- teacher.views- MIT
2025-02-05 21:16:44,009 (INFO)- teacher.views- MIT
2025-02-05 21:16:44,462 (INFO)- teacher.views- MIT
2025-02-05 21:16:44,826 (INFO)- teacher.views- MIT
2025-02-05 21:16:45,285 (INFO)- teacher.views- MIT
2025-02-05 21:16:45,709 (INFO)- teacher.views- MIT
2025-02-05 21:16:46,040 (INFO)- teacher.views- MIT
2025-02-05 21:16:46,481 (INFO)- teacher.views- MIT
2025-02-05 21:16:46,921 (INFO)- teacher.views- MIT
2025-02-05 21:16:47,298 (INFO)- teacher.views- MIT
2025-02-05 21:16:47,676 (INFO)- teacher.views- MIT
2025-02-05 21:16:48,101 (INFO)- teacher.views- MIT
2025-02-05 21:16:48,557 (INFO)- teacher.views- MIT
2025-02-05 21:16:48,934 (INFO)- teacher.views- MIT
2025-02-05 21:16:49,313 (INFO)- teacher.views- MIT
2025-02-05 21:16:49,759 (INFO)- teacher.views- MIT
2025-02-05 21:16:50,120 (INFO)- teacher.views- MIT
2025-02-05 21:16:50,829 (INFO)- teacher.views- MIT
2025-02-05 21:16:51,620 (INFO)- teacher.views- MIT
2025-02-05 21:16:51,968 (INFO)- teacher.views- MIT
2025-02-05 21:16:52,398 (INFO)- teacher.views- MIT
2025-02-05 21:16:52,769 (INFO)- teacher.views- MIT
2025-02-05 21:16:53,205 (INFO)- teacher.views- MIT
2025-02-05 21:16:53,539 (INFO)- teacher.views- MIT
2025-02-05 21:16:53,964 (INFO)- teacher.views- MIT
2025-02-05 21:16:54,376 (INFO)- teacher.views- MIT
2025-02-05 21:16:54,771 (INFO)- teacher.views- MIT
2025-02-05 21:16:55,166 (INFO)- teacher.views- MIT
2025-02-05 21:16:55,607 (INFO)- teacher.views- MIT
2025-02-05 21:16:56,024 (INFO)- teacher.views- MIT
2025-02-05 21:16:56,382 (INFO)- teacher.views- MIT
2025-02-05 21:16:56,795 (INFO)- teacher.views- MIT
2025-02-05 21:16:57,222 (INFO)- teacher.views- MIT
2025-02-05 21:16:57,594 (INFO)- teacher.views- MIT
2025-02-05 21:16:58,090 (INFO)- teacher.views- MIT
2025-02-05 21:16:58,422 (INFO)- teacher.views- MIT
2025-02-05 21:16:58,826 (INFO)- teacher.views- MIT
2025-02-05 21:16:59,314 (INFO)- teacher.views- MIT
2025-02-05 21:16:59,605 (INFO)- teacher.views- MIT
2025-02-05 21:17:00,034 (INFO)- teacher.views- MIT
2025-02-05 21:17:00,444 (INFO)- teacher.views- MIT
2025-02-05 21:17:00,838 (INFO)- teacher.views- MIT
2025-02-05 21:17:01,232 (INFO)- teacher.views- MIT
2025-02-05 21:17:01,688 (INFO)- teacher.views- MIT
2025-02-05 21:17:02,053 (INFO)- teacher.views- MIT
2025-02-05 21:17:02,463 (INFO)- teacher.views- MIT
2025-02-05 21:17:02,852 (INFO)- teacher.views- MIT
2025-02-05 21:17:03,234 (INFO)- teacher.views- MIT
2025-02-05 21:17:03,667 (INFO)- teacher.views- MIT
2025-02-05 21:17:04,080 (INFO)- teacher.views- MIT
2025-02-05 21:17:04,481 (INFO)- teacher.views- MIT
2025-02-05 21:17:04,891 (INFO)- teacher.views- MIT
2025-02-05 21:17:05,300 (INFO)- teacher.views- MIT
2025-02-05 21:17:05,710 (INFO)- teacher.views- MIT
2025-02-05 21:17:06,118 (INFO)- teacher.views- MIT
2025-02-05 21:17:06,671 (INFO)- teacher.views- MIT
2025-02-05 21:17:06,969 (INFO)- teacher.views- MIT
2025-02-05 21:17:07,347 (INFO)- teacher.views- MIT
2025-02-05 21:17:07,747 (INFO)- teacher.views- MIT
2025-02-05 21:17:08,151 (INFO)- teacher.views- MIT
2025-02-05 21:17:08,549 (INFO)- teacher.views- MIT
2025-02-05 21:17:08,964 (INFO)- teacher.views- MIT
2025-02-05 21:17:09,370 (INFO)- teacher.views- MIT
2025-02-05 21:17:09,766 (INFO)- teacher.views- MIT
2025-02-05 21:17:10,184 (INFO)- teacher.views- MIT
2025-02-05 21:17:10,603 (INFO)- teacher.views- MIT
2025-02-05 21:17:10,960 (INFO)- teacher.views- MIT
2025-02-05 21:17:11,380 (INFO)- teacher.views- MIT
2025-02-05 21:17:11,822 (INFO)- teacher.views- MIT
2025-02-05 21:17:12,152 (INFO)- teacher.views- MIT
2025-02-05 21:17:12,581 (INFO)- teacher.views- MIT
2025-02-05 21:17:12,974 (INFO)- teacher.views- MIT
2025-02-05 21:17:13,525 (INFO)- teacher.views- MIT
2025-02-05 21:17:13,794 (INFO)- teacher.views- MIT
2025-02-05 21:17:14,212 (INFO)- teacher.views- MIT
2025-02-05 21:17:14,600 (INFO)- teacher.views- MIT
2025-02-05 21:17:15,027 (INFO)- teacher.views- MIT
2025-02-05 21:17:15,464 (INFO)- teacher.views- MIT
2025-02-05 21:17:15,873 (INFO)- teacher.views- MIT
2025-02-05 21:17:16,283 (INFO)- teacher.views- MIT
2025-02-05 21:17:16,720 (INFO)- teacher.views- MIT
2025-02-05 21:17:17,090 (INFO)- teacher.views- MIT
2025-02-05 21:17:17,515 (INFO)- teacher.views- MIT
2025-02-05 21:17:17,866 (INFO)- teacher.views- MIT
2025-02-05 21:17:18,263 (INFO)- teacher.views- MIT
2025-02-05 21:17:18,699 (INFO)- teacher.views- MIT
2025-02-05 21:17:19,087 (INFO)- teacher.views- MIT
2025-02-05 21:17:19,478 (INFO)- teacher.views- MIT
2025-02-05 21:17:19,891 (INFO)- teacher.views- MIT
2025-02-05 21:17:20,269 (INFO)- teacher.views- MIT
2025-02-05 21:17:20,697 (INFO)- teacher.views- MIT
2025-02-05 21:17:21,059 (INFO)- teacher.views- MIT
2025-02-05 21:17:21,484 (INFO)- teacher.views- MIT
2025-02-05 21:17:21,910 (INFO)- teacher.views- MIT
2025-02-05 21:17:22,298 (INFO)- teacher.views- MIT
2025-02-05 21:17:22,713 (INFO)- teacher.views- MIT
2025-02-05 21:17:23,098 (INFO)- teacher.views- MIT
2025-02-05 21:17:23,526 (INFO)- teacher.views- MIT
2025-02-05 21:17:23,904 (INFO)- teacher.views- MIT
2025-02-05 21:17:24,306 (INFO)- teacher.views- MIT
2025-02-05 21:17:24,852 (INFO)- teacher.views- MIT
2025-02-05 21:17:25,151 (INFO)- teacher.views- MIT
2025-02-05 21:17:25,529 (INFO)- teacher.views- MIT
2025-02-05 21:17:25,933 (INFO)- teacher.views- MIT
2025-02-05 21:17:26,388 (INFO)- teacher.views- MIT
2025-02-05 21:17:26,766 (INFO)- teacher.views- MIT
2025-02-05 21:17:27,147 (INFO)- teacher.views- MIT
2025-02-05 21:17:27,599 (INFO)- teacher.views- MIT
2025-02-05 21:17:28,064 (INFO)- teacher.views- MIT
2025-02-05 21:17:28,491 (INFO)- teacher.views- MIT
2025-02-05 21:17:28,863 (INFO)- teacher.views- MIT
2025-02-05 21:17:29,311 (INFO)- teacher.views- MIT
2025-02-05 21:17:29,630 (INFO)- teacher.views- MIT
2025-02-05 21:17:30,038 (INFO)- teacher.views- MIT
2025-02-05 21:17:30,465 (INFO)- teacher.views- MIT
2025-02-05 21:17:30,843 (INFO)- teacher.views- MIT
2025-02-05 21:17:31,348 (INFO)- teacher.views- MIT
2025-02-05 21:17:32,499 (INFO)- teacher.views- MIT
2025-02-05 21:17:38,968 (INFO)- teacher.views- MIT
2025-02-05 21:17:45,275 (INFO)- teacher.views- MIT
2025-02-05 21:17:45,704 (INFO)- teacher.views- MIT
2025-02-05 21:17:46,053 (INFO)- teacher.views- MIT
2025-02-05 21:17:46,464 (INFO)- teacher.views- MIT
2025-02-05 21:17:46,778 (INFO)- teacher.views- MIT
2025-02-05 21:17:47,124 (INFO)- teacher.views- MIT
2025-02-05 21:17:47,633 (INFO)- teacher.views- MIT
2025-02-05 21:17:48,028 (INFO)- teacher.views- MIT
2025-02-05 21:17:48,372 (INFO)- teacher.views- MIT
2025-02-05 21:17:48,912 (INFO)- teacher.views- MIT
2025-02-05 21:17:49,430 (INFO)- teacher.views- MIT
2025-02-05 21:17:49,890 (INFO)- teacher.views- MIT
2025-02-05 21:17:50,317 (INFO)- teacher.views- MIT
2025-02-05 21:17:50,665 (INFO)- teacher.views- MIT
2025-02-05 21:17:51,106 (INFO)- teacher.views- MIT
2025-02-05 21:17:51,682 (INFO)- teacher.views- MIT
2025-02-05 21:17:52,105 (INFO)- teacher.views- MIT
2025-02-05 21:18:04,875 (INFO)- teacher.views- MIT
2025-02-05 21:18:05,483 (INFO)- teacher.views- MIT
2025-02-05 21:18:05,971 (INFO)- teacher.views- MIT
2025-02-05 21:18:06,548 (INFO)- teacher.views- MIT
2025-02-05 21:18:07,184 (INFO)- teacher.views- MIT
2025-02-05 21:18:07,659 (INFO)- teacher.views- MIT
2025-02-05 21:18:08,252 (INFO)- teacher.views- MIT
2025-02-05 21:18:08,763 (INFO)- teacher.views- MIT
2025-02-05 21:18:09,318 (INFO)- teacher.views- MIT
2025-02-05 21:18:10,015 (INFO)- teacher.views- MIT
2025-02-05 21:18:10,554 (INFO)- teacher.views- MIT
2025-02-05 21:18:11,183 (INFO)- teacher.views- MIT
2025-02-05 21:18:11,549 (INFO)- teacher.views- MIT
2025-02-05 21:18:12,245 (INFO)- teacher.views- MIT
2025-02-05 21:18:12,699 (INFO)- teacher.views- MIT
2025-02-05 21:18:13,264 (INFO)- teacher.views- MIT
2025-02-05 21:18:13,856 (INFO)- teacher.views- MIT
2025-02-05 21:18:14,408 (INFO)- teacher.views- MIT
2025-02-05 21:18:14,920 (INFO)- teacher.views- MIT
2025-02-05 21:18:15,518 (INFO)- teacher.views- MIT
2025-02-05 21:18:16,068 (INFO)- teacher.views- MIT
2025-02-05 21:18:16,691 (INFO)- teacher.views- MIT
2025-02-05 21:18:17,296 (INFO)- teacher.views- MIT
2025-02-05 21:18:17,765 (INFO)- teacher.views- MIT
2025-02-05 21:18:18,333 (INFO)- teacher.views- MIT
2025-02-05 21:18:18,839 (INFO)- teacher.views- MIT
2025-02-05 21:18:19,359 (INFO)- teacher.views- MIT
2025-02-05 21:18:19,789 (INFO)- teacher.views- MIT
2025-02-05 21:18:20,295 (INFO)- teacher.views- MIT
2025-02-05 21:18:20,780 (INFO)- teacher.views- MIT
2025-02-05 21:18:21,396 (INFO)- teacher.views- MIT
2025-02-05 21:18:22,534 (INFO)- teacher.views- MIT
2025-02-05 21:18:34,336 (INFO)- teacher.views- MIT
2025-02-05 21:18:34,965 (INFO)- teacher.views- MIT
2025-02-05 21:18:35,428 (INFO)- teacher.views- MIT
2025-02-05 21:18:36,071 (INFO)- teacher.views- MIT
2025-02-05 21:18:41,063 (INFO)- teacher.views- MIT
2025-02-05 21:18:48,271 (INFO)- teacher.views- MIT
2025-02-05 21:19:10,911 (INFO)- teacher.views- MIT
2025-02-05 21:19:12,395 (INFO)- teacher.views- MIT
2025-02-05 21:19:16,492 (INFO)- teacher.views- MIT
2025-02-05 21:19:19,273 (INFO)- teacher.views- MIT
2025-02-05 21:19:21,475 (INFO)- teacher.views- MIT
2025-02-05 21:19:28,593 (INFO)- teacher.views- MIT
2025-02-05 21:19:29,615 (INFO)- teacher.views- MIT
2025-02-05 21:19:30,182 (INFO)- teacher.views- MIT
2025-02-05 21:19:31,041 (INFO)- teacher.views- MIT
2025-02-05 21:19:31,596 (INFO)- teacher.views- MIT
2025-02-05 21:19:32,158 (INFO)- teacher.views- MIT
2025-02-05 21:19:32,598 (INFO)- teacher.views- MIT
2025-02-05 21:19:33,113 (INFO)- teacher.views- MIT
2025-02-05 21:19:33,638 (INFO)- teacher.views- MIT
2025-02-05 21:19:37,007 (INFO)- teacher.views- MIT
2025-02-05 21:19:39,257 (INFO)- teacher.views- MIT
2025-02-05 21:19:47,946 (INFO)- teacher.views- MIT
2025-02-05 21:19:48,452 (INFO)- teacher.views- MIT
2025-02-05 21:19:49,422 (INFO)- teacher.views- MIT
2025-02-05 21:19:49,880 (INFO)- teacher.views- MIT
2025-02-05 21:19:50,421 (INFO)- teacher.views- MIT
